geo_code,name,metric_code,value,unit_code,period_start,period_end,period_label,source_url,source_table,source_page,notes
KEN-C019,Nyeri,IND-SCHOOL-ATTENDANCE-RATE,36.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C020,Kirinyaga,IND-SCHOOL-ATTENDANCE-RATE,34.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C021,Murang'a,IND-SCHOOL-ATTENDANCE-RATE,36.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C022,Kiambu,IND-SCHOOL-ATTENDANCE-RATE,35.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C023,Turkana,IND-SCHOOL-ATTENDANCE-RATE,22.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C024,West Pokot,IND-SCHOOL-ATTENDANCE-RATE,43.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C025,Samburu,IND-SCHOOL-ATTENDANCE-RATE,31.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C026,Trans Nzoia,IND-SCHOOL-ATTENDANCE-RATE,49.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C027,Uasin Gishu,IND-SCHOOL-ATTENDANCE-RATE,45.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C028,Elgeyo-Marakwet,IND-SCHOOL-ATTENDANCE-RATE,49.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C029,Nandi,IND-SCHOOL-ATTENDANCE-RATE,48.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C030,Baringo,IND-SCHOOL-ATTENDANCE-RATE,42.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C031,Laikipia,IND-SCHOOL-ATTENDANCE-RATE,39.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C032,Nakuru,IND-SCHOOL-ATTENDANCE-RATE,43.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C033,Narok,IND-SCHOOL-ATTENDANCE-RATE,46.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C034,Kajiado,IND-SCHOOL-ATTENDANCE-RATE,39.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C035,Kericho,IND-SCHOOL-ATTENDANCE-RATE,46.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C036,Bomet,IND-SCHOOL-ATTENDANCE-RATE,49.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C037,Kakamega,IND-SCHOOL-ATTENDANCE-RATE,49.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C038,Vihiga,IND-SCHOOL-ATTENDANCE-RATE,47.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C039,Bungoma,IND-SCHOOL-ATTENDANCE-RATE,51.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C040,Busia,IND-SCHOOL-ATTENDANCE-RATE,49.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C041,Siaya,IND-SCHOOL-ATTENDANCE-RATE,48.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C042,Kisumu,IND-SCHOOL-ATTENDANCE-RATE,48.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C043,Homa Bay,IND-SCHOOL-ATTENDANCE-RATE,52.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C044,Migori,IND-SCHOOL-ATTENDANCE-RATE,52.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C045,Kisii,IND-SCHOOL-ATTENDANCE-RATE,47.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C046,Nyamira,IND-SCHOOL-ATTENDANCE-RATE,46.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C047,Nairobi City,IND-SCHOOL-ATTENDANCE-RATE,35.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Education-and-Training.pdf,Appendix 2.2,,"Share of population age 3 years and above at school/learning institution in the 2019 census; age structure affects comparisons."
KEN-C001,Mombasa,IND-LABOUR-FORCE-PARTICIPATION,71.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C002,Kwale,IND-LABOUR-FORCE-PARTICIPATION,74.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C003,Kilifi,IND-LABOUR-FORCE-PARTICIPATION,70.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C004,Tana River,IND-LABOUR-FORCE-PARTICIPATION,74.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C005,Lamu,IND-LABOUR-FORCE-PARTICIPATION,74.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C006,Taita/Taveta,IND-LABOUR-FORCE-PARTICIPATION,79.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C007,Garissa,IND-LABOUR-FORCE-PARTICIPATION,75.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C008,Wajir,IND-LABOUR-FORCE-PARTICIPATION,79.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C009,Mandera,IND-LABOUR-FORCE-PARTICIPATION,72.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C010,Marsabit,IND-LABOUR-FORCE-PARTICIPATION,76.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C011,Isiolo,IND-LABOUR-FORCE-PARTICIPATION,74.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C012,Meru,IND-LABOUR-FORCE-PARTICIPATION,76.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C013,Tharaka-Nithi,IND-LABOUR-FORCE-PARTICIPATION,76.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C014,Embu,IND-LABOUR-FORCE-PARTICIPATION,79.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C015,Kitui,IND-LABOUR-FORCE-PARTICIPATION,71.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C016,Machakos,IND-LABOUR-FORCE-PARTICIPATION,76.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C017,Makueni,IND-LABOUR-FORCE-PARTICIPATION,74.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C018,Nyandarua,IND-LABOUR-FORCE-PARTICIPATION,78.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C019,Nyeri,IND-LABOUR-FORCE-PARTICIPATION,79.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C020,Kirinyaga,IND-LABOUR-FORCE-PARTICIPATION,81.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C021,Murang'a,IND-LABOUR-FORCE-PARTICIPATION,80.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C022,Kiambu,IND-LABOUR-FORCE-PARTICIPATION,77.0,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C023,Turkana,IND-LABOUR-FORCE-PARTICIPATION,74.4,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C024,West Pokot,IND-LABOUR-FORCE-PARTICIPATION,70.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C025,Samburu,IND-LABOUR-FORCE-PARTICIPATION,76.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C026,Trans Nzoia,IND-LABOUR-FORCE-PARTICIPATION,67.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C027,Uasin Gishu,IND-LABOUR-FORCE-PARTICIPATION,69.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C028,Elgeyo-Marakwet,IND-LABOUR-FORCE-PARTICIPATION,69.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C029,Nandi,IND-LABOUR-FORCE-PARTICIPATION,70.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C030,Baringo,IND-LABOUR-FORCE-PARTICIPATION,72.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C031,Laikipia,IND-LABOUR-FORCE-PARTICIPATION,77.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C032,Nakuru,IND-LABOUR-FORCE-PARTICIPATION,73.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C033,Narok,IND-LABOUR-FORCE-PARTICIPATION,74.7,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C034,Kajiado,IND-LABOUR-FORCE-PARTICIPATION,75.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C035,Kericho,IND-LABOUR-FORCE-PARTICIPATION,73.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C036,Bomet,IND-LABOUR-FORCE-PARTICIPATION,71.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C037,Kakamega,IND-LABOUR-FORCE-PARTICIPATION,69.9,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C038,Vihiga,IND-LABOUR-FORCE-PARTICIPATION,70.8,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C039,Bungoma,IND-LABOUR-FORCE-PARTICIPATION,68.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C040,Busia,IND-LABOUR-FORCE-PARTICIPATION,70.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C041,Siaya,IND-LABOUR-FORCE-PARTICIPATION,72.3,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C042,Kisumu,IND-LABOUR-FORCE-PARTICIPATION,68.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C043,Homa Bay,IND-LABOUR-FORCE-PARTICIPATION,69.1,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C044,Migori,IND-LABOUR-FORCE-PARTICIPATION,69.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C045,Kisii,IND-LABOUR-FORCE-PARTICIPATION,71.2,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C046,Nyamira,IND-LABOUR-FORCE-PARTICIPATION,71.6,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
KEN-C047,Nairobi City,IND-LABOUR-FORCE-PARTICIPATION,74.5,percent,2019-08-24,2019-08-31,2019 census,https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Labour-Force.pdf,Table 3.19,,"Total labour-force participation rate for population age 15–64 years; not the unemployment rate."
