reason_id,reason,source,source_url,period_label
"R069","P32 conducted a genuine, fresh ward-level re-investigation on 2026-09-19 before closing this maize area (hectares planted/harvested) cell, rather than mechanically copying the P31 constituency closure. A ward is strictly finer than a constituency (each of the 290 constituencies subdivides into its own wards), so the P31 constituency-level finding (contract P31-AGRICULTURE-MAIZE-CONSTITUENCY-CLOSURE-2026-09-18-IND-MAIZE-AREA, same file) applies a fortiori: KNBS's National Agriculture Production Report (2023, 2024 and 2025 editions) tabulates maize area, production and yield no finer than county, so no constituency-level table exists from which a ward table could in turn be derived. Because administrative (non-survey) data collection in principle could exist at finer resolution than a fixed survey design, this closure did not simply extend the constituency finding -- it re-ran the two national platform checks and added a new, ward-specific check across Kenya's five largest maize-growing counties, as follows. (1) KilimoSTAT (statistics.kilimo.go.ke), MoALD's own agricultural open-data platform, was re-tested live on 2026-09-19: its HTTPS endpoint still fails outright with an expired TLS certificate (curl/schannel error SEC_E_CERT_EXPIRED, ""The received certificate has expired""), identical to the P31 finding a day earlier -- the certificate has not been renewed and the platform remains unusable for dataset discovery. (2) opendata.go.ke, the national ArcGIS Hub open-data portal, was also re-tested live on 2026-09-19 and is now in a *worse* state than at P31 time: rather than returning the ""SB_0006: Subscription is canceled"" API error P31 documented, the entire host (opendata.go.ke, resolving to 169.239.252.108) no longer completes a TCP/TLS handshake at all -- both a direct HTTPS request and a fetch of its machine-readable data.json catalogue time out or are refused, confirming the portal provides no path to any dataset, ward-level or otherwise. (3) A new, ward-specific check was run for the five counties with the largest maize acreage nationally -- Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi -- searching each county government's own agriculture-department pages, budget/ADP documents and local news coverage for any genuine, citable, official ward-level maize area/production/yield publication (as distinct from constituency/sub-county). None was found for any of the five counties. What did surface: county agriculture-department communications describing ward-level *input-distribution activity* (e.g. Nandi County's NAAIAP fertiliser distribution to Songhor/Soba ward in Tinderet Sub-County; Bungoma's seed/fertiliser subsidy counts reported by ward for 43 rural wards and 2 urban wards) -- these are extension-programme administrative records of farmer counts and input quantities, not maize area/production/yield statistics, and do not constitute a citable source for these indicators at any geography. The Capital Business/Capital FM article on Uasin Gishu maize value (republished January 2026 at capitalfm.co.ke, the same outlet P31 already investigated as capitalfm.africa) resurfaced in this fresh search reporting only sub-county (Ainabkoi, Moiben, Turbo), not ward-level, tonnage, attributed to no named or dated report; it was re-confirmed uncitable for the same reasons P31 documented (no citable underlying report; its Ainabkoi figure is internally inconsistent with the county total this Atlas already publishes). A third-party encyclopedia page (agriculture.co.ke) citing Bungoma sub-county (not ward) yield-per-acre figures was also checked and rejected: it names no official government report, and the specific page identified is itself no longer reachable (HTTP 404) on re-check. No county agriculture department among the five checked, and no national platform, publishes a citable official ward-level maize area, production or yield figure today. Per this project's anti-fabrication rule, the county-level 2023 Annex 1 KNBS figure is never spatially allocated down into ward rows, and no constituency-level figure (none exists) could be either. This maize area (hectares planted/harvested) cell is closed as official_unavailable for all 1,450 wards pending either KNBS's main 2025/26 Kenya Census of Agriculture release disaggregated below county, a future KilimoSTAT publication once its platform is restored, or a county government publishing its own ward-level administrative agriculture statistics (none currently does, per this check).","Kenya National Bureau of Statistics, National Agriculture Production Report (2023 edition, Annex 1: '2023 Maize by County') -- the same source this Atlas already cites at county level for these three indicators; ward-level absence independently re-confirmed 2026-09-19 against KilimoSTAT (statistics.kilimo.go.ke, expired TLS certificate) and opendata.go.ke (host unreachable) and against the published agriculture-department materials of Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi County Governments","https://www.knbs.or.ke/wp-content/uploads/2025/01/National-Agriculture-Production-Report-2024.pdf","2023 Annex 1 maize-by-county tabulation, county-only -- no constituency- or ward-level publication exists"
"R070","P32 conducted a genuine, fresh ward-level re-investigation on 2026-09-19 before closing this maize production (tonnes) cell, rather than mechanically copying the P31 constituency closure. A ward is strictly finer than a constituency (each of the 290 constituencies subdivides into its own wards), so the P31 constituency-level finding (contract P31-AGRICULTURE-MAIZE-CONSTITUENCY-CLOSURE-2026-09-18-IND-MAIZE-PRODUCTION, same file) applies a fortiori: KNBS's National Agriculture Production Report (2023, 2024 and 2025 editions) tabulates maize area, production and yield no finer than county, so no constituency-level table exists from which a ward table could in turn be derived. Because administrative (non-survey) data collection in principle could exist at finer resolution than a fixed survey design, this closure did not simply extend the constituency finding -- it re-ran the two national platform checks and added a new, ward-specific check across Kenya's five largest maize-growing counties, as follows. (1) KilimoSTAT (statistics.kilimo.go.ke), MoALD's own agricultural open-data platform, was re-tested live on 2026-09-19: its HTTPS endpoint still fails outright with an expired TLS certificate (curl/schannel error SEC_E_CERT_EXPIRED, ""The received certificate has expired""), identical to the P31 finding a day earlier -- the certificate has not been renewed and the platform remains unusable for dataset discovery. (2) opendata.go.ke, the national ArcGIS Hub open-data portal, was also re-tested live on 2026-09-19 and is now in a *worse* state than at P31 time: rather than returning the ""SB_0006: Subscription is canceled"" API error P31 documented, the entire host (opendata.go.ke, resolving to 169.239.252.108) no longer completes a TCP/TLS handshake at all -- both a direct HTTPS request and a fetch of its machine-readable data.json catalogue time out or are refused, confirming the portal provides no path to any dataset, ward-level or otherwise. (3) A new, ward-specific check was run for the five counties with the largest maize acreage nationally -- Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi -- searching each county government's own agriculture-department pages, budget/ADP documents and local news coverage for any genuine, citable, official ward-level maize area/production/yield publication (as distinct from constituency/sub-county). None was found for any of the five counties. What did surface: county agriculture-department communications describing ward-level *input-distribution activity* (e.g. Nandi County's NAAIAP fertiliser distribution to Songhor/Soba ward in Tinderet Sub-County; Bungoma's seed/fertiliser subsidy counts reported by ward for 43 rural wards and 2 urban wards) -- these are extension-programme administrative records of farmer counts and input quantities, not maize area/production/yield statistics, and do not constitute a citable source for these indicators at any geography. The Capital Business/Capital FM article on Uasin Gishu maize value (republished January 2026 at capitalfm.co.ke, the same outlet P31 already investigated as capitalfm.africa) resurfaced in this fresh search reporting only sub-county (Ainabkoi, Moiben, Turbo), not ward-level, tonnage, attributed to no named or dated report; it was re-confirmed uncitable for the same reasons P31 documented (no citable underlying report; its Ainabkoi figure is internally inconsistent with the county total this Atlas already publishes). A third-party encyclopedia page (agriculture.co.ke) citing Bungoma sub-county (not ward) yield-per-acre figures was also checked and rejected: it names no official government report, and the specific page identified is itself no longer reachable (HTTP 404) on re-check. No county agriculture department among the five checked, and no national platform, publishes a citable official ward-level maize area, production or yield figure today. Per this project's anti-fabrication rule, the county-level 2023 Annex 1 KNBS figure is never spatially allocated down into ward rows, and no constituency-level figure (none exists) could be either. This maize production (tonnes) cell is closed as official_unavailable for all 1,450 wards pending either KNBS's main 2025/26 Kenya Census of Agriculture release disaggregated below county, a future KilimoSTAT publication once its platform is restored, or a county government publishing its own ward-level administrative agriculture statistics (none currently does, per this check).","Kenya National Bureau of Statistics, National Agriculture Production Report (2023 edition, Annex 1: '2023 Maize by County') -- the same source this Atlas already cites at county level for these three indicators; ward-level absence independently re-confirmed 2026-09-19 against KilimoSTAT (statistics.kilimo.go.ke, expired TLS certificate) and opendata.go.ke (host unreachable) and against the published agriculture-department materials of Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi County Governments","https://www.knbs.or.ke/wp-content/uploads/2025/01/National-Agriculture-Production-Report-2024.pdf","2023 Annex 1 maize-by-county tabulation, county-only -- no constituency- or ward-level publication exists"
"R071","P32 conducted a genuine, fresh ward-level re-investigation on 2026-09-19 before closing this maize yield (tonnes/hectare) cell, rather than mechanically copying the P31 constituency closure. A ward is strictly finer than a constituency (each of the 290 constituencies subdivides into its own wards), so the P31 constituency-level finding (contract P31-AGRICULTURE-MAIZE-CONSTITUENCY-CLOSURE-2026-09-18-IND-MAIZE-YIELD, same file) applies a fortiori: KNBS's National Agriculture Production Report (2023, 2024 and 2025 editions) tabulates maize area, production and yield no finer than county, so no constituency-level table exists from which a ward table could in turn be derived. Because administrative (non-survey) data collection in principle could exist at finer resolution than a fixed survey design, this closure did not simply extend the constituency finding -- it re-ran the two national platform checks and added a new, ward-specific check across Kenya's five largest maize-growing counties, as follows. (1) KilimoSTAT (statistics.kilimo.go.ke), MoALD's own agricultural open-data platform, was re-tested live on 2026-09-19: its HTTPS endpoint still fails outright with an expired TLS certificate (curl/schannel error SEC_E_CERT_EXPIRED, ""The received certificate has expired""), identical to the P31 finding a day earlier -- the certificate has not been renewed and the platform remains unusable for dataset discovery. (2) opendata.go.ke, the national ArcGIS Hub open-data portal, was also re-tested live on 2026-09-19 and is now in a *worse* state than at P31 time: rather than returning the ""SB_0006: Subscription is canceled"" API error P31 documented, the entire host (opendata.go.ke, resolving to 169.239.252.108) no longer completes a TCP/TLS handshake at all -- both a direct HTTPS request and a fetch of its machine-readable data.json catalogue time out or are refused, confirming the portal provides no path to any dataset, ward-level or otherwise. (3) A new, ward-specific check was run for the five counties with the largest maize acreage nationally -- Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi -- searching each county government's own agriculture-department pages, budget/ADP documents and local news coverage for any genuine, citable, official ward-level maize area/production/yield publication (as distinct from constituency/sub-county). None was found for any of the five counties. What did surface: county agriculture-department communications describing ward-level *input-distribution activity* (e.g. Nandi County's NAAIAP fertiliser distribution to Songhor/Soba ward in Tinderet Sub-County; Bungoma's seed/fertiliser subsidy counts reported by ward for 43 rural wards and 2 urban wards) -- these are extension-programme administrative records of farmer counts and input quantities, not maize area/production/yield statistics, and do not constitute a citable source for these indicators at any geography. The Capital Business/Capital FM article on Uasin Gishu maize value (republished January 2026 at capitalfm.co.ke, the same outlet P31 already investigated as capitalfm.africa) resurfaced in this fresh search reporting only sub-county (Ainabkoi, Moiben, Turbo), not ward-level, tonnage, attributed to no named or dated report; it was re-confirmed uncitable for the same reasons P31 documented (no citable underlying report; its Ainabkoi figure is internally inconsistent with the county total this Atlas already publishes). A third-party encyclopedia page (agriculture.co.ke) citing Bungoma sub-county (not ward) yield-per-acre figures was also checked and rejected: it names no official government report, and the specific page identified is itself no longer reachable (HTTP 404) on re-check. No county agriculture department among the five checked, and no national platform, publishes a citable official ward-level maize area, production or yield figure today. Per this project's anti-fabrication rule, the county-level 2023 Annex 1 KNBS figure is never spatially allocated down into ward rows, and no constituency-level figure (none exists) could be either. This maize yield (tonnes/hectare) cell is closed as official_unavailable for all 1,450 wards pending either KNBS's main 2025/26 Kenya Census of Agriculture release disaggregated below county, a future KilimoSTAT publication once its platform is restored, or a county government publishing its own ward-level administrative agriculture statistics (none currently does, per this check).","Kenya National Bureau of Statistics, National Agriculture Production Report (2023 edition, Annex 1: '2023 Maize by County') -- the same source this Atlas already cites at county level for these three indicators; ward-level absence independently re-confirmed 2026-09-19 against KilimoSTAT (statistics.kilimo.go.ke, expired TLS certificate) and opendata.go.ke (host unreachable) and against the published agriculture-department materials of Uasin Gishu, Trans Nzoia, Bungoma, Nakuru and Nandi County Governments","https://www.knbs.or.ke/wp-content/uploads/2025/01/National-Agriculture-Production-Report-2024.pdf","2023 Annex 1 maize-by-county tabulation, county-only -- no constituency- or ward-level publication exists"
"R072","Pending bills is an institutional_county_only indicator under data/policy/local-54-indicator-contract.json: a county government's own budget/audit/fiscal account has no constituency-level institutional referent, so it ""never spatially allocate[s] county-government accounts"" (that document's own condition). Per the same document, ""constituency and ward default to not_applicable unless a distinct local institutional measure with a different indicator definition is created"" -- no such distinct measure exists yet, so this cell is not_applicable rather than governed_unavailable.","data/policy/local-54-indicator-contract.json","https://github.com/dansamuka/kenya-data-atlas/blob/main/data/policy/local-54-indicator-contract.json","constituency disposition, institutional_county_only treatment class"
"R073","Pending bills is an institutional_county_only indicator under data/policy/local-54-indicator-contract.json: a county government's own budget/audit/fiscal account has no ward-level institutional referent, so it ""never spatially allocate[s] county-government accounts"" (that document's own condition). Per the same document, ""constituency and ward default to not_applicable unless a distinct local institutional measure with a different indicator definition is created"" -- no such distinct measure exists yet, so this cell is not_applicable rather than governed_unavailable.","data/policy/local-54-indicator-contract.json","https://github.com/dansamuka/kenya-data-atlas/blob/main/data/policy/local-54-indicator-contract.json","ward disposition, institutional_county_only treatment class"
"R074","The 2021 Kenya Time Use Survey's own methodology (Section 2.3.4 'Sample Design for the Time Use Module', p.10) states the module 'was to provide estimates at national, county, rural and urban levels' -- county is the explicit finest domain of estimation; there is no constituency domain. The survey shares the same 92-strata (county x urban/rural) design as the wider Kenya Continuous Household Survey programme (Section 2.3.2 'Sampling of Clusters'), with only 1,500 clusters and 16 households per cluster (24,000 households total) nationally, allocated across those 92 strata rather than 290 constituencies -- there is no constituency-level allocation, weighting or precision target anywhere in the design (Section 2.4 'Data Weighting' states the resulting data is weighted to be representative 'at the national, rural and urban levels', with county estimates possible only because county is itself a modelled stratum-level domain). Housing tenure ('owns main dwelling', Table 3.6b) was one item captured on the same household roster; no separate, finer sample underlies it. Deriving a constituency figure would require spatially allocating the published county rate downward, which the survey_small_area treatment class's own conditions prohibit.","KNBS Kenya Time Use Survey Report 2021, Chapter 2 (Sections 2.3.2 Sampling of Clusters, 2.3.4 Sample Design for the Time Use Module, 2.4 Data Weighting)","https://www.knbs.or.ke/wp-content/uploads/2024/06/Kenya-Time-Use-Survey-Report-2021.pdf","2021 Kenya Time Use Survey · constituency disaggregation not designed (county is the finest domain of estimation)"
"R075","The 2022 KDHS's own Section 1.2 'Sample Design' (Volume I, p.2) states explicitly: 'The 2022 KDHS was designed to provide estimates at the national level, for rural and urban areas separately, and, for some indicators, at the county level' -- county is the report's own stated outer limit, and even that is available only 'for some indicators' (this Atlas already withholds league-table ranking for this reason). The sample (42,300 households targeted, 42,022 achieved, 1,692 clusters) is drawn from the same 92 urban/rural-by-county strata used by the wider KHS/KCHS survey programme, allocated across counties using a power-allocation method 'to enable comparability of county estimates' -- there is no constituency-level stratum, allocation or design-effect target anywhere in the methodology. This indicator's own county-level observations already carry an explicit achieved sample_size field (e.g. Mombasa: n=1,071 households for cash transfer/social assistance, n=947 women for literacy) representing the entire achieved county sample; sub-dividing that further across an average of ~6 constituencies per county would produce cell sizes far below any level DHS Program tables report, and KDHS 2022 does not publish a constituency breakdown for either measure.","KNBS/ICF 2022 Kenya Demographic and Health Survey, Volume I, Section 1.2 Sample Design (p.2)","https://www.knbs.or.ke/wp-content/uploads/2023/08/Kenya-Demographic-and-Health-Survey-2022-Main-Report-Volume-1.pdf","2022 KDHS · constituency disaggregation not designed (county is the stated outer limit, and only for some indicators)"
"R076","The 2023/24 Kenya Housing Survey's own Chapter 2 methodology (Section 2.1 'Survey Design', Basic Report p.10) states the survey was designed for 'estimating housing indicators at national, rural, urban and county levels' -- county, not constituency, is the explicit design domain. Section 2.3 'Sample size determination' confirms the household sample (25,900 households, 1,295 clusters) was 'computed independently for each county' using a formula with a county-specific design effect and relative-standard-error target, i.e. precision was engineered for 47 county estimates, not 290 constituency estimates (~6x finer). Section 2.4 'Sampling frame' confirms the 47 counties were stratified into only 92 sampling strata (one urban and one rural stratum per county, purely urban for Nairobi City and Mombasa) with clusters selected within those strata -- there is no constituency-level stratum, allocation or precision target anywhere in the design. Deriving a constituency figure from this survey would require either treating unweighted intra-county cluster counts (which the survey's own Section 2.8 weighting scheme exists specifically to correct for non-proportional allocation) as a designed constituency estimate, or spatially allocating the published county rate downward -- both are prohibited by this Atlas's anti-fabrication rule and by the survey_small_area treatment class's own condition to 'respect survey design/domain and sampling uncertainty' and 'never copy parent survey rates downward' (data/policy/local-54-indicator-contract.json).","KNBS 2023/24 Kenya Housing Survey Basic Report, Chapter 2 (Sections 2.1 Survey Design, 2.3 Sample size determination, 2.4 Sampling frame)","https://www.knbs.or.ke/wp-content/uploads/2025/01/2023-24-Kenya-Housing-Survey-Basic-Report.pdf","2023/24 Kenya Housing Survey · constituency disaggregation not designed (county is the finest domain of estimation)"
"R077","The Atlas attempted to resolve this indicator at constituency level via spatial_derivation, the method network_spatial indicators are explicitly permitted to use (data/policy/local-54-indicator-contract.json). A systematic search found no bulk-downloadable classified road-network GIS layer on KRB's own channels: the KRB Map Portal (maps.krb.go.ke) hosts an interactive 'Road Network Classification' layer (gazetted Jan 2016, plus a 2021 revised overlay) but is a view-only MangoMap deployment with no shapefile/GeoJSON/API export and an explicit notice prohibiting reproduction of its data without KRB's prior written consent; krb.go.ke/downloads links back to the same view-only portal; opendata.go.ke has no matching dataset. The only publicly downloadable classified road GIS layer located anywhere was the World Bank/ESMAP 'Kenya - Roads' dataset (energydata.info, CC BY 4.0), described in its own metadata as 'provided by Kenya Roads Board (KRB)', released 2017 (collected for the Kenya Off-grid Solar Access Project / National Electrification Strategy). Its SHP ZIP resource opened successfully (61,201 road segments, RID_8 field encoding Kenya's official road-number classification, e.g. 'C13'); its GeoJSON resource is corrupted on the publisher's own server (premature EOF, not a transfer fault) and was unusable. Extracting the 398 RID_8='C…' (Class C) segments and geometrically clipping them against the Atlas's own canonical county polygons (the required reconciliation step before any constituency-level publication, per network_spatial's own condition to 'reconcile additive totals where meaningful') produced a national total of 19,503.7 km versus the already-published KNBS Table 11.9 total of 28,150.5 km (69.3%), with per-county ratios ranging non-uniformly from 29.9% (Marsabit) to 170.4% (Mombasa) to 6,020% (Nairobi). KNBS's own Table 11.9 attributes the 2025 county increases to newly mapped roads found by the 2025 Road Inventory and Condition Surveys, consistent with this ~2017-vintage GIS layer materially under- and unevenly representing the current official Class C network. Publishing a constituency breakdown derived from an input that fails this reconciliation test by up to two orders of magnitude in specific counties would misrepresent individual constituencies, which the Atlas's anti-fabrication standard exists to prevent. The older (2008) World Bank AICD road shapefile and a 2004 WFP/HDX roads layer were also identified and rejected on vintage grounds without full processing, since both predate and would reconcile no better than the 2017 layer already tested; OpenStreetmap-derived exports (healthsites.io, HOT OSM) were not used per this Atlas's existing rule (data/p24/ward-health-facility-density-closure-contract.json; docs/governance/data-quality-framework.md) that a Class C/spatially-derived observation requires a documented official input, which volunteer OSM mapping is not, and OSM's highway tags do not correspond to Kenya's official A-E road classification in any case. No county value is inherited or interpolated down to any constituency.","KNBS Economic Survey 2026 Table 11.9; underlying source Kenya Rural Roads Authority; spatial-derivation candidate World Bank/ESMAP ""Kenya - Roads"" (energydata.info, KRB-attributed)","https://www.knbs.or.ke/reports/2026-economic-survey/","2025 provisional · Economic Survey 2026 · P31 constituency spatial-derivation review"
"R078","The Atlas attempted to resolve this indicator at ward level via spatial_derivation: a point-in-polygon count of geocoded, operational KMHFR facilities against the Atlas's own canonical 1,450-ward polygon layer (data/geography/geometry/wards.geojson), divided by a ward population denominator. Both the public KMHFR facility portal and its documented GIS/API host were unreachable from the build environment on repeated attempts on 2026-09-08 (DNS resolved; every TCP connection over HTTP and HTTPS timed out or was refused), while the Ministry's own health.go.ke apex domain was reachable at the same time, showing this is a targeted access failure rather than a general outage. A systematic search for a genuine alternative official geocoded facility list found none that qualifies: the only official KMHFR-derived extract available for download (HDX ""Kenya - Health facilities in Kenya"", 2017) has no latitude/longitude field at all and is a 2017 snapshot of 8,932 facilities that predates and does not reconcile to the 2023 Kenya Health Facility Census total (14,883 facilities) already anchoring this indicator at county level; the only current, geocoded facility datasets found (healthsites.io's ""Kenya Healthsites"" export and the Humanitarian OpenStreetMap Team's ""Health Facilities of Kenya"" export) are both built from OpenStreetMap volunteer mapping rather than an official government registry and both self-disclose incomplete, geographically uneven coverage, so neither can support a Class C spatially-derived observation under the Atlas data-quality framework, which requires a documented official input for that class. Independently, the ward population denominator required for a facilities-per-10,000-residents rate does not yet exist in the canonical registry (IND-POPULATION currently resolves only to country and county level). A facility count is not relabelled as a population density, and no county or constituency value is inherited downward to any ward. P28A re-verification (2026-09-16): KMHFR and opendata.go.ke remain unreachable eight days later under the identical failure signature, ruling out a transient outage; no new official geocoded facility dataset appeared on HDX (the 2017 KMHFR extract is byte-identical to the one already rejected); and the Ministry's own 2023 Kenya Health Facility Census report — reachable and directly inspected — confirms its underlying microdata captures each facility's ward via the KMHFR-fed field questionnaire, but the published report itself never tabulates facility counts below county level, so it cannot substitute for a live ward-geocoded KMHFR export. A separate, independent P24 investigation into the ward population denominator (data/p24/ward-census-closure-contract.json, indicator IND-POPULATION) found that KNBS's 2019 census tabulates no finer than the sub-location, that Kenya's 1,450 IEBC electoral wards were never gazetted with an official population count, and that no authoritative sub-location-to-ward crosswalk exists — independently confirming the denominator side of this gap is not merely unresearched but genuinely unpublished. Both a reachable geocoded official facility export (the numerator) and an official current-boundary ward population figure (the denominator) remain actual, diligence-backed blockers, not two framings of one problem.","Ministry of Health — Kenya Master Health Facility Registry (KMHFR)","https://kmhfr.health.go.ke/public/facilities","2023 health-facility census definition · current 1,450-ward boundary"
"R079","The Kenya Data Atlas already materialises registered-voter counts for 1,440 of the 1,450 statistical wards directly from IEBC Gazette Notice No. 7290 (scripts/p23/build-ward-voters.mjs). Ten official source rows across two constituencies remain withheld from canonical ward geometry: Mandera East (constituency 43 — Arabia, Bulla Mpya, Khalalio, Neboi, Township) and Lafey (constituency 44 — Libehia, Fino, Lafey, Warankara, Alungo Gof). The current externally sourced ward boundary layer for this pair of constituencies conflicts with the operative IEBC configuration, so a safe deterministic one-to-one crosswalk between the ten official CAW source rows and the ten canonical ward polygons cannot be established without risking a false attribution of a specific voter count to the wrong ward. This is the same documented Mandera East/Lafey spatial hold referenced throughout the Atlas (CHANGELOG.md; docs/DATA-COMPLETION-PLAN.md, Track B and the P24 acceptance criteria) and deliberately preserved through the P23A/P23X constituency and ward voter materialisation: the ten source rows remain correctly included in the Mandera East and Lafey constituency-level totals as an exact aggregation of all official First Schedule child-ward rows, but are not force-matched, interpolated, or evenly split across the five ward polygons in either constituency at the ward level. The ward-level completeness ledger slot for these ten wards is therefore closed as boundary unresolved — a genuine geometry/crosswalk constraint distinct from data non-publication — rather than left as an unexplained blank or filled with a fabricated or force-matched value.","IEBC Gazette Notice No. 7290 — Registered Voters per County Assembly Ward (First Schedule); Kenya Data Atlas P23X ward-voter materialisation (scripts/p23/build-ward-voters.mjs, data/sprint2/README.md)","https://www.iebc.or.ke/uploads/resources/L7k6ob1bau.pdf","2022 registered voters · ward boundary hold as at 8 September 2026"
"R080","The Kenya Demographic and Health Survey (KDHS) 2022 -- the sole source for Children 12-23 months fully vaccinated with basic antigens at any level in this Atlas (KDHS 2022 Main Report Table 10.4C) -- was itself explicitly designed and powered only to national, urban/rural and county domains of estimation, never to constituency. Its own Key Indicators Report states this directly: ""The 2022 KDHS was designed to provide estimates at the national level, for rural and urban areas, and, for some indicators, at the county level"" (Kenya Demographic and Health Survey 2022 Key Indicators Report, Section 2.1 ""Sample Design"", p.3, https://dhsprogram.com/pubs/pdf/PR143/PR143.pdf). The survey's own two-stage stratified design explains why: each of the 47 counties (Nairobi and Mombasa purely urban) was split into 92 rural/urban strata, from which 1,692 clusters were drawn nationally using Equal Probability Systematic Sampling (KDHS 2022 Main Report, Chapter 1 ""Sample Design"") -- an average of roughly 36 clusters per county, already spread thinly across the ~6 constituencies an average county contains (290 constituencies over 47 counties), so no constituency-level sampling stratum was ever constructed. Neither the Key Indicators Report nor the full Volume I/Volume II final reports publish this indicator, or any indicator, below county level anywhere in their tables. DHS Program's own public geocoded survey-cluster dataset, which could in principle support a transparent spatial join, is deliberately imprecise for exactly this reason: cluster coordinates are randomly displaced up to 2km for urban clusters and up to 5km for rural clusters (with a further randomly-selected 1% of rural clusters displaced up to 10km), restricted only to keep the displaced point inside the country and the original survey region (DHS Spatial Analysis Report 7, ""Geographic Displacement Procedure and Georeferenced Data Release Policy for the Demographic and Health Surveys"", https://dhsprogram.com/pubs/pdf/SAR7/SAR7.pdf) -- a displacement radius comparable to or larger than many constituencies, which makes reliably assigning an individual cluster to one of Kenya's 290 constituencies unsound even before the underlying sample-size problem is considered. Under the survey_small_area treatment class (data/policy/local-54-indicator-contract.json), a constituency figure would require either a direct local record, an exact aggregation, or a transparently labelled, uncertainty-carrying modelled/spatial estimate; none is defensible on this evidence, and the KDHS county point estimate this Atlas already publishes is never spatially allocated or copied downward to manufacture a constituency figure. This cell remains governed_unavailable, upgraded from P29's blanket ""zero active series exist for this indicator at this level today"" closure to this indicator-specific, source-verified finding.","Kenya Demographic and Health Survey 2022 Key Indicators Report, Section 2.1 Sample Design","https://dhsprogram.com/pubs/pdf/PR143/PR143.pdf","KDHS 2022 · constituency is not a survey domain of estimation"
"R081","The Kenya Demographic and Health Survey (KDHS) 2022 -- the sole source for Children under 5 stunted at any level in this Atlas (KDHS 2022 Main Report) -- was itself explicitly designed and powered only to national, urban/rural and county domains of estimation, never to constituency. Its own Key Indicators Report states this directly: ""The 2022 KDHS was designed to provide estimates at the national level, for rural and urban areas, and, for some indicators, at the county level"" (Kenya Demographic and Health Survey 2022 Key Indicators Report, Section 2.1 ""Sample Design"", p.3, https://dhsprogram.com/pubs/pdf/PR143/PR143.pdf). The survey's own two-stage stratified design explains why: each of the 47 counties (Nairobi and Mombasa purely urban) was split into 92 rural/urban strata, from which 1,692 clusters were drawn nationally using Equal Probability Systematic Sampling (KDHS 2022 Main Report, Chapter 1 ""Sample Design"") -- an average of roughly 36 clusters per county, already spread thinly across the ~6 constituencies an average county contains (290 constituencies over 47 counties), so no constituency-level sampling stratum was ever constructed. Neither the Key Indicators Report nor the full Volume I/Volume II final reports publish this indicator, or any indicator, below county level anywhere in their tables. DHS Program's own public geocoded survey-cluster dataset, which could in principle support a transparent spatial join, is deliberately imprecise for exactly this reason: cluster coordinates are randomly displaced up to 2km for urban clusters and up to 5km for rural clusters (with a further randomly-selected 1% of rural clusters displaced up to 10km), restricted only to keep the displaced point inside the country and the original survey region (DHS Spatial Analysis Report 7, ""Geographic Displacement Procedure and Georeferenced Data Release Policy for the Demographic and Health Surveys"", https://dhsprogram.com/pubs/pdf/SAR7/SAR7.pdf) -- a displacement radius comparable to or larger than many constituencies, which makes reliably assigning an individual cluster to one of Kenya's 290 constituencies unsound even before the underlying sample-size problem is considered. Under the survey_small_area treatment class (data/policy/local-54-indicator-contract.json), a constituency figure would require either a direct local record, an exact aggregation, or a transparently labelled, uncertainty-carrying modelled/spatial estimate; none is defensible on this evidence, and the KDHS county point estimate this Atlas already publishes is never spatially allocated or copied downward to manufacture a constituency figure. This cell remains governed_unavailable, upgraded from P29's blanket ""zero active series exist for this indicator at this level today"" closure to this indicator-specific, source-verified finding.","Kenya Demographic and Health Survey 2022 Key Indicators Report, Section 2.1 Sample Design","https://dhsprogram.com/pubs/pdf/PR143/PR143.pdf","KDHS 2022 · constituency is not a survey domain of estimation"
