fiscal_year,period_start,period_end,geo_code,name,budget_total_ksh_mn,expenditure_total_ksh_mn,development_absorption_pct,overall_absorption_pct,source_page,rate_method,source_url
2015/16,2015-07-01,2016-06-30,KEN-C038,Vihiga,4370,3010,59.1,68.879,321,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C039,Bungoma,10050,8270,76.1,82.289,53,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C040,Busia,7300,5870,69,80.411,59,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C041,Siaya,6950,4930,57,70.935,275,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C042,Kisumu,9640,6440,45.3,66.805,141,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C043,Homa Bay,6550,5780,79.1,88.244,83,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C044,Migori,7270,5870,66.7,80.743,205,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C045,Kisii,9180,7940,70.6,86.492,134,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C046,Nyamira,5450,4310,54.5,79.083,249,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2015/16,2015-07-01,2016-06-30,KEN-C047,Nairobi,29090,23950,52.9,82.331,224,derived_overall+published_development,https://cob.go.ke/download/annual-county-budget-implementation-review-report-fy-2015-16/?wpdmdl=10035
2016/17,2016-07-01,2017-06-30,KEN-C001,Mombasa,11650,9130,68.8,78.369,213,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C002,Kwale,7950,5860,56.8,73.711,157,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C003,Kilifi,13330,10180,65.5,76.369,123,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C004,Tana River,4590,3550,75.5,77.342,287,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C005,Lamu,3210,1990,38.3,61.994,169,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C006,Taita Taveta,4660,3390,28.6,72.747,281,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C007,Garissa,7570,7100,87,93.791,79,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C008,Wajir,8680,8250,90.1,95.046,326,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C009,Mandera,12030,10200,0.081,84.788,187,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C010,Marsabit,6820,6140,86.9,90.029,193,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C011,Isiolo,3750,3470,90.4,92.533,91,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C012,Meru,10140,8340,0.07,82.249,200,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C013,Tharaka-Nithi,3960,2770,42.9,69.949,294,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C014,Embu,6720,5760,81.4,85.714,73,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C015,Kitui,10970,8310,70.7,75.752,149,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C016,Machakos,10880,9140,99.1,84.007,175,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C017,Makueni,10650,8920,73.4,83.756,181,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C018,Nyandarua,5670,4960,84.4,87.478,255,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C019,Nyeri,7280,5690,53,78.159,262,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C020,Kirinyaga,5240,4250,57.6,81.107,129,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C021,Murang'a,8210,6430,58.1,78.319,219,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C022,Kiambu,12400,10810,69.9,87.177,117,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C023,Turkana,14370,11190,69.4,77.871,306,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C024,West Pokot,5250,4800,85.5,91.429,332,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C025,Samburu,4670,4170,86.4,89.293,268,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C026,Trans Nzoia,6880,6000,64.6,87.209,300,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C027,Uasin Gishu,7720,5590,54.6,72.409,314,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C028,Elgeyo/Marakwet,4740,3970,63,83.755,66,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C029,Nandi,6910,5330,71.4,77.135,237,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C030,Baringo,6510,5210,56.2,80.031,41,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C031,Laikipia,5970,4710,62.7,78.894,163,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C032,Nakuru,15090,10660,35.1,70.643,230,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C033,Narok,9080,7470,63.3,82.269,243,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C034,Kajiado,7010,5060,47,72.183,98,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C035,Kericho,6290,5600,96.651,89.03,110,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C036,Bomet,5580,5300,89.6,94.982,47,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C037,Kakamega,12370,10850,82.4,87.712,104,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C038,Vihiga,5040,3720,52.5,73.81,320,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C039,Bungoma,10470,7990,71.875,76.313,53,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C040,Busia,7550,5880,63.9,77.881,60,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C041,Siaya,7070,5630,62.9,79.632,275,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C042,Kisumu,9400,6840,62.6,72.766,142,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C043,Homa Bay,6730,5740,67.684,85.29,85,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C044,Migori,7300,5820,62.8,79.726,207,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C045,Kisii,10070,7990,54.3,79.345,135,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C046,Nyamira,5610,4500,58.6,80.214,249,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2016/17,2016-07-01,2017-06-30,KEN-C047,Nairobi,34780,24860,33.4,71.478,225,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-201617/?wpdmdl=10487
2017/18,2017-07-01,2018-06-30,KEN-C001,Mombasa,12630,10310,76,81.631,205,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C002,Kwale,9320,6590,52.1,70.708,147,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C003,Kilifi,12130,9530,73.1,78.566,116,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C004,Tana River,5970,2230,37.4,37.353,280,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C005,Lamu,3020,2060,35.8,68.212,160,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C006,Taita Taveta,5520,3340,12.7,60.507,273,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C007,Garissa,7970,6520,22.955,81.807,74,derived_overall+derived_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C008,Wajir,9360,6400,22.9,68.376,317,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C009,Mandera,12250,9540,67.4,77.878,179,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C010,Marsabit,7730,6570,74,84.994,185,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C011,Isiolo,4340,3390,72.4,78.111,85,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C012,Meru,10740,6800,25.3,63.315,191,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C013,Tharaka-Nithi,4630,3650,67.7,78.834,287,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C014,Embu,6170,5060,58.7,82.01,67,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C015,Kitui,11240,9320,73.4,82.918,142,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C016,Machakos,10080,7400,33.3,73.413,166,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C017,Makueni,9670,7190,44.8,74.354,172,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C018,Nyandarua,6110,4540,44.2,74.304,249,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C019,Nyeri,7960,5350,33.8,67.211,255,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C020,Kirinyaga,5700,4590,42.3,80.526,123,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C021,Murang'a,8320,6570,72.8,78.966,211,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C022,Kiambu,12590,10760,66.1,85.465,111,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C023,Turkana,12150,8130,46.7,66.914,299,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C024,West Pokot,5650,4410,57.2,78.053,323,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C025,Samburu,4830,3590,37.6,74.327,261,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C026,Trans Nzoia,6630,4220,54,63.65,293,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C027,Uasin Gishu,8060,6620,52.5,82.134,305,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C028,Elgeyo/Marakwet,4940,3870,49,78.34,61,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C029,Nandi,6850,4800,33.3,70.073,230,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C030,Baringo,6950,5200,36.4,74.82,36,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C031,Laikipia,5710,4800,53.5,84.063,154,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C032,Nakuru,16100,9550,25.6,59.317,223,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C033,Narok,9810,8250,58.6,84.098,236,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C034,Kajiado,8190,5510,37.2,67.277,92,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C035,Kericho,6540,5180,48.8,79.205,104,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C036,Bomet,6240,4950,46.9,79.327,42,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C037,Kakamega,12910,10540,69,81.642,98,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C038,Vihiga,5580,2710,17.5,48.566,311,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C039,Bungoma,11250,8630,42.3,76.711,48,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C040,Busia,7450,5810,45.1,77.987,54,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C041,Siaya,6850,4110,30.5,60,267,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C042,Kisumu,9210,6430,23.7,69.815,135,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C043,Homa Bay,7570,5150,42.8,68.032,79,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C044,Migori,8170,5930,63.6,72.583,198,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C045,Kisii,10890,8580,56.5,78.788,129,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C046,Nyamira,6110,4230,27.9,69.231,243,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2017/18,2017-07-01,2018-06-30,KEN-C047,Nairobi,33650,24540,26.1,72.927,217,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-for-fy-2017-18/?wpdmdl=14829
2018/19,2018-07-01,2019-06-30,KEN-C001,Mombasa,14456.5,12529.11,71.5,86.7,32,published_table_2_5_transcribed,https://cob.go.ke/download/county-governments-annual-budget-implementation-review-report-fy-2018-19/?wpdmdl=15011
2018/19,2018-07-01,2019-06-30,KEN-C002,Kwale,11518.02,7694.57,42.6,66.8,32,published_table_2_5_transcribed,https://cob.go.ke/download/county-governments-annual-budget-implementation-review-report-fy-2018-19/?wpdmdl=15011
